age,gender,state,income,occupation,category,rural,student,disability,scheme_category
58,Female,West Bengal,114000.0,Student,ST,No,Yes,No,Education & Scholarships
63,Female,Uttar Pradesh,234900.0,Daily Wage Worker,General,Yes,No,No,Senior Citizen Pension & Healthcare
39,Female,West Bengal,254700.0,Artisan,SC,No,No,No,Women & Child Development
58,Male,Rajasthan,523000.0,Farmer,OBC,No,No,No,Agriculture & Farmer Welfare
73,Female,Uttar Pradesh,42100.0,Artisan,SC,No,No,No,Senior Citizen Pension & Healthcare
72,Female,Uttar Pradesh,68400.0,Farmer,General,Yes,No,No,Senior Citizen Pension & Healthcare
33,Transgender,Maharashtra,42800.0,Salaried,OBC,Yes,No,No,Rural & Urban Livelihood Support
46,Female,Madhya Pradesh,394500.0,Student,General,No,Yes,No,Education & Scholarships
66,Female,Karnataka,313100.0,Unemployed,SC,Yes,No,No,Senior Citizen Pension & Healthcare
65,Female,West Bengal,183900.0,Self-Employed,OBC,No,No,No,Senior Citizen Pension & Healthcare
47,Male,Bihar,45700.0,Self-Employed,General,Yes,No,No,Skill Development & Entrepreneurship
29,Male,Maharashtra,87500.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
52,Female,Madhya Pradesh,93600.0,Salaried,OBC,Yes,No,No,Women & Child Development
28,Male,Rajasthan,178100.0,Farmer,SC,No,No,No,Agriculture & Farmer Welfare
63,Male,West Bengal,83700.0,Self-Employed,OBC,Yes,No,Yes,Social Welfare & Disability Support
67,Male,Kerala,43600.0,Salaried,OBC,Yes,No,Yes,Social Welfare & Disability Support
38,Male,Rajasthan,266200.0,Salaried,General,No,No,No,Rural & Urban Livelihood Support
38,Male,Karnataka,94000.0,Self-Employed,SC,No,No,No,Skill Development & Entrepreneurship
22,Male,West Bengal,138400.0,Salaried,ST,No,No,No,Rural & Urban Livelihood Support
65,Female,Rajasthan,54600.0,Daily Wage Worker,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
37,Female,Maharashtra,322000.0,Farmer,General,No,No,No,Agriculture & Farmer Welfare
54,Female,Rajasthan,180100.0,Artisan,OBC,Yes,No,No,Women & Child Development
20,Male,Karnataka,447300.0,Farmer,SC,No,No,No,Agriculture & Farmer Welfare
61,Male,Karnataka,153100.0,Farmer,General,No,No,No,Senior Citizen Pension & Healthcare
50,Male,Tamil Nadu,540700.0,Daily Wage Worker,SC,Yes,No,No,Rural & Urban Livelihood Support
70,Female,Uttar Pradesh,430400.0,Self-Employed,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
26,Male,Kerala,184600.0,Student,ST,No,Yes,No,Education & Scholarships
26,Male,Kerala,519000.0,Unemployed,General,Yes,No,No,Rural & Urban Livelihood Support
21,Male,Maharashtra,100200.0,Farmer,EWS,No,No,No,Agriculture & Farmer Welfare
52,Male,Karnataka,111900.0,Salaried,OBC,Yes,No,No,Rural & Urban Livelihood Support
34,Male,Tamil Nadu,38400.0,Salaried,General,No,No,No,Rural & Urban Livelihood Support
51,Male,Madhya Pradesh,190100.0,Salaried,SC,Yes,No,No,Rural & Urban Livelihood Support
41,Male,Tamil Nadu,260400.0,Unemployed,General,Yes,No,No,Rural & Urban Livelihood Support
49,Male,Bihar,297300.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
18,Female,Rajasthan,59200.0,Self-Employed,EWS,Yes,No,No,Women & Child Development
25,Female,Uttar Pradesh,135700.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
62,Male,Tamil Nadu,65000.0,Farmer,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
40,Female,Rajasthan,225300.0,Self-Employed,General,Yes,No,No,Women & Child Development
64,Male,Uttar Pradesh,60900.0,Student,General,No,Yes,No,Education & Scholarships
57,Female,West Bengal,452100.0,Salaried,SC,Yes,No,No,Women & Child Development
29,Male,Bihar,77200.0,Salaried,General,No,No,No,Rural & Urban Livelihood Support
71,Female,Bihar,92000.0,Farmer,General,Yes,No,No,Senior Citizen Pension & Healthcare
29,Female,Karnataka,372600.0,Self-Employed,General,Yes,No,No,Women & Child Development
63,Male,Bihar,140400.0,Artisan,General,Yes,No,No,Senior Citizen Pension & Healthcare
64,Female,West Bengal,34400.0,Salaried,ST,Yes,No,No,Senior Citizen Pension & Healthcare
32,Female,Karnataka,152800.0,Daily Wage Worker,ST,Yes,No,No,Women & Child Development
58,Female,Gujarat,45900.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
36,Male,Madhya Pradesh,790100.0,Artisan,OBC,Yes,No,No,Skill Development & Entrepreneurship
43,Female,Maharashtra,189700.0,Artisan,ST,Yes,No,No,Women & Child Development
69,Male,Rajasthan,83400.0,Salaried,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
46,Male,Madhya Pradesh,179300.0,Student,OBC,Yes,Yes,No,Education & Scholarships
39,Male,Madhya Pradesh,44400.0,Student,OBC,Yes,Yes,No,Education & Scholarships
57,Male,Kerala,319600.0,Salaried,OBC,No,No,No,Rural & Urban Livelihood Support
38,Male,Tamil Nadu,497000.0,Salaried,SC,Yes,No,No,Rural & Urban Livelihood Support
68,Female,Bihar,403500.0,Unemployed,General,Yes,No,No,Senior Citizen Pension & Healthcare
55,Male,Gujarat,105300.0,Self-Employed,EWS,Yes,No,No,Skill Development & Entrepreneurship
37,Female,Tamil Nadu,101000.0,Self-Employed,OBC,Yes,No,No,Women & Child Development
74,Male,Maharashtra,36400.0,Self-Employed,General,Yes,No,No,Senior Citizen Pension & Healthcare
46,Female,Tamil Nadu,219700.0,Student,EWS,No,Yes,No,Education & Scholarships
68,Male,Kerala,167800.0,Self-Employed,SC,No,No,No,Senior Citizen Pension & Healthcare
21,Female,Maharashtra,140700.0,Student,SC,Yes,Yes,No,Education & Scholarships
72,Female,West Bengal,458800.0,Farmer,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
24,Male,West Bengal,63100.0,Salaried,SC,Yes,Yes,No,Education & Scholarships
45,Male,Karnataka,31700.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
45,Female,Tamil Nadu,43700.0,Salaried,General,No,No,No,Women & Child Development
21,Male,Rajasthan,75500.0,Farmer,General,No,No,No,Agriculture & Farmer Welfare
39,Male,Gujarat,36100.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
29,Transgender,Kerala,155800.0,Self-Employed,SC,No,No,Yes,Social Welfare & Disability Support
62,Male,Maharashtra,97900.0,Daily Wage Worker,SC,Yes,No,No,Senior Citizen Pension & Healthcare
20,Female,Gujarat,65800.0,Self-Employed,OBC,Yes,Yes,No,Education & Scholarships
39,Female,Tamil Nadu,279600.0,Salaried,General,Yes,No,No,Women & Child Development
61,Male,Rajasthan,71200.0,Student,SC,Yes,Yes,No,Education & Scholarships
19,Male,Tamil Nadu,239400.0,Salaried,OBC,No,Yes,No,Education & Scholarships
41,Female,Bihar,107300.0,Farmer,OBC,No,No,No,Agriculture & Farmer Welfare
51,Female,Bihar,159100.0,Salaried,OBC,Yes,No,Yes,Social Welfare & Disability Support
44,Male,Kerala,518900.0,Artisan,General,Yes,No,No,Skill Development & Entrepreneurship
72,Female,Maharashtra,36900.0,Unemployed,EWS,No,No,No,Senior Citizen Pension & Healthcare
58,Female,Maharashtra,154900.0,Daily Wage Worker,OBC,No,No,No,Women & Child Development
18,Female,Madhya Pradesh,376900.0,Student,General,Yes,Yes,No,Education & Scholarships
25,Female,Kerala,189600.0,Salaried,SC,Yes,No,No,Women & Child Development
40,Female,Kerala,88400.0,Farmer,OBC,No,No,No,Agriculture & Farmer Welfare
55,Male,Rajasthan,121300.0,Farmer,ST,No,No,No,Agriculture & Farmer Welfare
23,Female,Bihar,235200.0,Unemployed,General,No,No,No,Education & Scholarships
39,Female,Maharashtra,428600.0,Student,ST,Yes,Yes,No,Education & Scholarships
42,Female,Tamil Nadu,37500.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
35,Female,Kerala,43400.0,Self-Employed,OBC,No,No,No,Women & Child Development
34,Female,Karnataka,100800.0,Unemployed,OBC,No,No,No,Women & Child Development
29,Female,Uttar Pradesh,77700.0,Student,OBC,Yes,Yes,No,Education & Scholarships
23,Male,Maharashtra,85400.0,Self-Employed,ST,Yes,No,No,Skill Development & Entrepreneurship
43,Female,West Bengal,75000.0,Daily Wage Worker,OBC,No,No,No,Women & Child Development
44,Female,Maharashtra,69200.0,Unemployed,General,No,No,No,Women & Child Development
25,Female,Karnataka,55200.0,Salaried,OBC,No,No,No,Women & Child Development
36,Male,Maharashtra,519100.0,Unemployed,SC,Yes,No,No,Rural & Urban Livelihood Support
59,Male,Karnataka,58000.0,Self-Employed,SC,No,No,No,Skill Development & Entrepreneurship
18,Female,Uttar Pradesh,71200.0,Artisan,General,Yes,No,No,Women & Child Development
74,Male,Madhya Pradesh,80900.0,Student,OBC,No,Yes,No,Education & Scholarships
46,Female,Rajasthan,516600.0,Daily Wage Worker,General,Yes,No,No,Women & Child Development
62,Male,Uttar Pradesh,283700.0,Salaried,OBC,No,No,No,Senior Citizen Pension & Healthcare
66,Female,Gujarat,310700.0,Daily Wage Worker,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
52,Male,Madhya Pradesh,49900.0,Student,General,No,Yes,No,Education & Scholarships
57,Male,Rajasthan,355800.0,Artisan,EWS,Yes,No,No,Skill Development & Entrepreneurship
31,Female,Bihar,124400.0,Self-Employed,ST,Yes,No,No,Women & Child Development
52,Male,Karnataka,84900.0,Daily Wage Worker,General,No,No,Yes,Social Welfare & Disability Support
65,Male,Kerala,184300.0,Daily Wage Worker,General,Yes,No,No,Senior Citizen Pension & Healthcare
62,Female,Gujarat,340900.0,Self-Employed,EWS,Yes,No,No,Senior Citizen Pension & Healthcare
37,Female,Uttar Pradesh,301400.0,Farmer,General,No,No,No,Agriculture & Farmer Welfare
73,Female,Maharashtra,427300.0,Salaried,General,Yes,No,No,Senior Citizen Pension & Healthcare
66,Male,Uttar Pradesh,503900.0,Daily Wage Worker,ST,No,No,No,Senior Citizen Pension & Healthcare
30,Male,Rajasthan,79000.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
55,Female,Gujarat,129300.0,Farmer,OBC,No,No,No,Agriculture & Farmer Welfare
66,Male,Tamil Nadu,32700.0,Salaried,General,No,No,No,Senior Citizen Pension & Healthcare
63,Male,Rajasthan,410600.0,Salaried,OBC,No,No,No,Senior Citizen Pension & Healthcare
66,Male,Madhya Pradesh,60200.0,Artisan,OBC,No,No,No,Senior Citizen Pension & Healthcare
25,Male,Uttar Pradesh,385800.0,Student,General,Yes,Yes,No,Education & Scholarships
60,Male,Uttar Pradesh,101900.0,Student,General,No,Yes,No,Education & Scholarships
37,Female,Gujarat,112600.0,Farmer,EWS,No,No,No,Agriculture & Farmer Welfare
50,Female,Karnataka,37200.0,Self-Employed,OBC,Yes,No,No,Women & Child Development
43,Male,Gujarat,101200.0,Self-Employed,OBC,Yes,No,No,Skill Development & Entrepreneurship
56,Female,Kerala,424700.0,Self-Employed,OBC,No,No,No,Women & Child Development
38,Male,Uttar Pradesh,34700.0,Daily Wage Worker,General,Yes,No,No,Rural & Urban Livelihood Support
70,Female,Karnataka,123900.0,Student,SC,Yes,Yes,No,Education & Scholarships
66,Female,Karnataka,35700.0,Student,General,Yes,Yes,No,Education & Scholarships
59,Male,Gujarat,113400.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
60,Male,Bihar,64100.0,Student,General,No,Yes,No,Education & Scholarships
71,Female,Rajasthan,82300.0,Student,General,Yes,Yes,No,Education & Scholarships
58,Male,Madhya Pradesh,408100.0,Self-Employed,OBC,Yes,No,No,Skill Development & Entrepreneurship
26,Male,Bihar,133100.0,Unemployed,General,No,No,No,Rural & Urban Livelihood Support
41,Male,Uttar Pradesh,87600.0,Daily Wage Worker,General,Yes,No,No,Rural & Urban Livelihood Support
54,Female,Uttar Pradesh,190200.0,Unemployed,EWS,No,No,No,Women & Child Development
66,Male,Uttar Pradesh,57600.0,Daily Wage Worker,ST,No,No,No,Senior Citizen Pension & Healthcare
58,Male,West Bengal,84100.0,Daily Wage Worker,SC,No,No,No,Rural & Urban Livelihood Support
34,Female,Maharashtra,172200.0,Farmer,ST,No,No,No,Agriculture & Farmer Welfare
41,Male,Tamil Nadu,78800.0,Salaried,SC,Yes,No,No,Rural & Urban Livelihood Support
38,Male,West Bengal,234600.0,Farmer,ST,Yes,No,No,Agriculture & Farmer Welfare
68,Male,Tamil Nadu,151700.0,Farmer,OBC,Yes,No,Yes,Social Welfare & Disability Support
56,Male,Karnataka,296100.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
72,Female,Uttar Pradesh,563000.0,Salaried,SC,Yes,No,No,Senior Citizen Pension & Healthcare
58,Female,Kerala,52200.0,Salaried,General,Yes,No,No,Women & Child Development
56,Male,Madhya Pradesh,103300.0,Unemployed,OBC,Yes,No,No,Rural & Urban Livelihood Support
30,Male,Gujarat,99300.0,Self-Employed,OBC,Yes,No,No,Skill Development & Entrepreneurship
28,Male,Madhya Pradesh,59500.0,Self-Employed,OBC,Yes,No,No,Skill Development & Entrepreneurship
63,Male,Kerala,329200.0,Salaried,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
36,Female,Gujarat,286800.0,Daily Wage Worker,OBC,Yes,No,No,Women & Child Development
28,Female,Karnataka,149200.0,Salaried,General,No,No,No,Women & Child Development
30,Female,Kerala,168900.0,Farmer,ST,No,No,No,Agriculture & Farmer Welfare
63,Female,Uttar Pradesh,41100.0,Farmer,SC,No,No,No,Senior Citizen Pension & Healthcare
62,Male,Kerala,175900.0,Unemployed,SC,No,No,No,Senior Citizen Pension & Healthcare
18,Female,Uttar Pradesh,312100.0,Student,ST,No,Yes,No,Education & Scholarships
57,Male,Kerala,183500.0,Salaried,General,No,No,No,Rural & Urban Livelihood Support
61,Female,Kerala,85500.0,Self-Employed,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
36,Male,Bihar,228200.0,Salaried,OBC,Yes,No,Yes,Social Welfare & Disability Support
29,Male,Madhya Pradesh,110800.0,Farmer,ST,No,No,No,Agriculture & Farmer Welfare
25,Female,Tamil Nadu,171700.0,Daily Wage Worker,OBC,Yes,No,No,Women & Child Development
25,Female,West Bengal,150300.0,Artisan,SC,Yes,No,No,Women & Child Development
70,Female,Bihar,116400.0,Self-Employed,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
62,Male,Tamil Nadu,258400.0,Self-Employed,EWS,Yes,No,No,Senior Citizen Pension & Healthcare
29,Female,Bihar,417600.0,Salaried,General,No,No,No,Rural & Urban Livelihood Support
65,Male,Maharashtra,30900.0,Daily Wage Worker,SC,Yes,No,Yes,Social Welfare & Disability Support
50,Male,Gujarat,518200.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
62,Male,Uttar Pradesh,159000.0,Salaried,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
43,Female,West Bengal,247200.0,Farmer,General,No,No,Yes,Social Welfare & Disability Support
56,Male,Bihar,378400.0,Farmer,EWS,No,No,No,Agriculture & Farmer Welfare
45,Female,Bihar,143300.0,Student,General,Yes,Yes,No,Education & Scholarships
75,Female,Karnataka,354300.0,Salaried,ST,No,No,No,Senior Citizen Pension & Healthcare
22,Male,Kerala,65200.0,Farmer,SC,Yes,No,No,Agriculture & Farmer Welfare
25,Male,Maharashtra,61200.0,Farmer,SC,No,No,No,Agriculture & Farmer Welfare
42,Female,West Bengal,222900.0,Salaried,General,No,No,No,Women & Child Development
44,Female,West Bengal,397400.0,Unemployed,General,No,No,No,Rural & Urban Livelihood Support
63,Female,Gujarat,431300.0,Student,OBC,Yes,Yes,No,Education & Scholarships
40,Male,West Bengal,215800.0,Daily Wage Worker,EWS,Yes,No,Yes,Social Welfare & Disability Support
47,Female,Rajasthan,164200.0,Salaried,EWS,Yes,No,No,Women & Child Development
62,Male,West Bengal,102500.0,Student,SC,Yes,Yes,No,Education & Scholarships
64,Male,Bihar,734200.0,Unemployed,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
40,Male,Rajasthan,99300.0,Self-Employed,OBC,Yes,No,Yes,Social Welfare & Disability Support
66,Female,Tamil Nadu,275400.0,Daily Wage Worker,EWS,Yes,No,No,Senior Citizen Pension & Healthcare
64,Male,Kerala,166700.0,Artisan,OBC,No,No,No,Senior Citizen Pension & Healthcare
37,Male,Rajasthan,198800.0,Daily Wage Worker,ST,Yes,No,No,Rural & Urban Livelihood Support
35,Male,Tamil Nadu,120000.0,Student,OBC,No,Yes,No,Education & Scholarships
35,Female,Maharashtra,632500.0,Daily Wage Worker,General,No,No,No,Rural & Urban Livelihood Support
19,Female,Madhya Pradesh,182600.0,Student,SC,No,Yes,No,Education & Scholarships
21,Female,Uttar Pradesh,529900.0,Artisan,OBC,No,No,No,Women & Child Development
47,Male,Bihar,31400.0,Student,OBC,No,Yes,No,Education & Scholarships
50,Male,Rajasthan,183000.0,Unemployed,EWS,No,No,No,Rural & Urban Livelihood Support
53,Male,Madhya Pradesh,257300.0,Farmer,SC,Yes,No,No,Agriculture & Farmer Welfare
35,Female,Kerala,276000.0,Artisan,SC,Yes,No,No,Women & Child Development
54,Female,Karnataka,453700.0,Artisan,SC,No,No,No,Women & Child Development
36,Female,Maharashtra,30800.0,Daily Wage Worker,OBC,Yes,No,No,Women & Child Development
64,Female,Uttar Pradesh,30100.0,Artisan,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
45,Female,Kerala,145000.0,Unemployed,General,No,No,No,Women & Child Development
57,Male,Maharashtra,35400.0,Student,OBC,Yes,Yes,No,Education & Scholarships
37,Male,Karnataka,690700.0,Farmer,General,No,No,No,Agriculture & Farmer Welfare
66,Male,Tamil Nadu,75200.0,Self-Employed,SC,Yes,No,No,Senior Citizen Pension & Healthcare
50,Female,Karnataka,145200.0,Salaried,OBC,No,No,No,Women & Child Development
29,Female,Rajasthan,41400.0,Student,SC,Yes,Yes,No,Education & Scholarships
75,Female,Uttar Pradesh,162900.0,Student,OBC,No,Yes,No,Education & Scholarships
68,Male,West Bengal,116000.0,Student,OBC,Yes,Yes,No,Education & Scholarships
32,Female,Gujarat,38200.0,Self-Employed,General,No,No,No,Women & Child Development
58,Male,Bihar,103500.0,Farmer,ST,Yes,No,No,Agriculture & Farmer Welfare
56,Female,Bihar,119400.0,Unemployed,OBC,Yes,No,No,Women & Child Development
19,Male,Tamil Nadu,857500.0,Student,General,Yes,Yes,No,Education & Scholarships
46,Male,Kerala,71900.0,Farmer,SC,Yes,No,No,Agriculture & Farmer Welfare
58,Female,Uttar Pradesh,171700.0,Farmer,OBC,No,No,No,Agriculture & Farmer Welfare
27,Male,West Bengal,816100.0,Self-Employed,General,Yes,No,No,Skill Development & Entrepreneurship
19,Female,Tamil Nadu,312700.0,Daily Wage Worker,ST,Yes,No,No,Women & Child Development
68,Male,Gujarat,932800.0,Student,General,Yes,Yes,No,Education & Scholarships
28,Female,Rajasthan,651200.0,Salaried,OBC,No,No,No,Women & Child Development
30,Female,Rajasthan,151000.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
27,Male,West Bengal,244600.0,Daily Wage Worker,General,Yes,No,No,Rural & Urban Livelihood Support
31,Male,West Bengal,51100.0,Self-Employed,OBC,No,No,No,Skill Development & Entrepreneurship
35,Female,West Bengal,134700.0,Farmer,OBC,No,No,No,Agriculture & Farmer Welfare
68,Male,Karnataka,328000.0,Unemployed,OBC,No,No,No,Senior Citizen Pension & Healthcare
71,Female,Bihar,156700.0,Unemployed,OBC,No,No,No,Senior Citizen Pension & Healthcare
26,Female,Madhya Pradesh,248300.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
74,Male,Uttar Pradesh,276500.0,Self-Employed,General,No,No,No,Senior Citizen Pension & Healthcare
56,Female,Madhya Pradesh,82600.0,Farmer,OBC,No,No,No,Agriculture & Farmer Welfare
45,Female,Karnataka,405300.0,Daily Wage Worker,ST,No,No,No,Women & Child Development
20,Male,Kerala,140900.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
37,Female,Rajasthan,72500.0,Unemployed,ST,No,No,No,Women & Child Development
23,Male,Bihar,391000.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
44,Female,West Bengal,127400.0,Student,OBC,No,Yes,No,Education & Scholarships
70,Female,Gujarat,279800.0,Farmer,General,Yes,No,No,Senior Citizen Pension & Healthcare
19,Female,Gujarat,172900.0,Farmer,SC,Yes,No,No,Agriculture & Farmer Welfare
46,Male,Gujarat,116600.0,Self-Employed,OBC,Yes,No,No,Skill Development & Entrepreneurship
55,Male,Uttar Pradesh,328800.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
20,Female,West Bengal,188100.0,Daily Wage Worker,OBC,No,No,No,Women & Child Development
33,Female,Bihar,119100.0,Farmer,General,No,No,No,Agriculture & Farmer Welfare
47,Male,Rajasthan,50900.0,Daily Wage Worker,OBC,No,No,No,Rural & Urban Livelihood Support
57,Female,Madhya Pradesh,436400.0,Self-Employed,OBC,Yes,No,No,Women & Child Development
19,Male,West Bengal,36500.0,Salaried,OBC,No,No,No,Rural & Urban Livelihood Support
34,Female,West Bengal,388000.0,Salaried,SC,No,No,No,Women & Child Development
58,Male,Karnataka,110300.0,Unemployed,General,Yes,No,No,Rural & Urban Livelihood Support
29,Female,Kerala,213600.0,Daily Wage Worker,General,No,No,No,Women & Child Development
52,Male,Gujarat,489600.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
60,Male,Tamil Nadu,59600.0,Daily Wage Worker,General,Yes,No,No,Senior Citizen Pension & Healthcare
18,Female,Bihar,180600.0,Salaried,OBC,Yes,No,No,Women & Child Development
72,Female,Karnataka,290200.0,Student,General,Yes,Yes,No,Education & Scholarships
62,Male,Kerala,285100.0,Self-Employed,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
32,Male,Kerala,164200.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
43,Female,Maharashtra,206400.0,Self-Employed,General,No,No,No,Women & Child Development
54,Female,Gujarat,285000.0,Artisan,OBC,Yes,No,No,Women & Child Development
38,Male,Maharashtra,361000.0,Self-Employed,OBC,Yes,No,No,Skill Development & Entrepreneurship
66,Female,Karnataka,288200.0,Self-Employed,OBC,No,No,No,Senior Citizen Pension & Healthcare
48,Male,Kerala,108700.0,Salaried,OBC,Yes,No,No,Rural & Urban Livelihood Support
42,Female,Tamil Nadu,1059900.0,Self-Employed,OBC,No,No,No,Women & Child Development
40,Male,Bihar,132600.0,Unemployed,EWS,Yes,No,No,Rural & Urban Livelihood Support
41,Male,Maharashtra,34500.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
74,Transgender,Kerala,111100.0,Artisan,General,Yes,No,No,Senior Citizen Pension & Healthcare
55,Female,Bihar,54600.0,Artisan,General,No,No,No,Women & Child Development
45,Male,Gujarat,53300.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
38,Female,Madhya Pradesh,89500.0,Farmer,EWS,Yes,No,No,Agriculture & Farmer Welfare
71,Male,Bihar,39900.0,Self-Employed,ST,No,No,No,Senior Citizen Pension & Healthcare
60,Male,Kerala,240000.0,Self-Employed,SC,No,No,No,Senior Citizen Pension & Healthcare
35,Female,Karnataka,43800.0,Self-Employed,EWS,Yes,No,No,Women & Child Development
53,Male,Maharashtra,70900.0,Farmer,OBC,No,No,Yes,Social Welfare & Disability Support
52,Female,Maharashtra,47600.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
62,Male,Rajasthan,41700.0,Self-Employed,ST,Yes,No,No,Senior Citizen Pension & Healthcare
72,Male,Kerala,86100.0,Student,General,Yes,Yes,No,Education & Scholarships
26,Male,Rajasthan,182700.0,Farmer,EWS,Yes,No,No,Agriculture & Farmer Welfare
70,Female,Tamil Nadu,631800.0,Student,OBC,Yes,Yes,No,Education & Scholarships
55,Female,Tamil Nadu,405100.0,Student,General,Yes,Yes,No,Education & Scholarships
75,Male,Kerala,405600.0,Farmer,EWS,Yes,No,No,Senior Citizen Pension & Healthcare
47,Female,Maharashtra,64900.0,Student,OBC,Yes,Yes,No,Education & Scholarships
61,Female,Gujarat,85400.0,Farmer,SC,Yes,No,No,Senior Citizen Pension & Healthcare
51,Female,Uttar Pradesh,44300.0,Self-Employed,OBC,No,No,No,Women & Child Development
49,Female,Tamil Nadu,301300.0,Student,SC,No,Yes,No,Education & Scholarships
20,Male,Maharashtra,43000.0,Artisan,ST,Yes,No,No,Skill Development & Entrepreneurship
20,Female,West Bengal,176400.0,Salaried,General,No,No,No,Women & Child Development
45,Male,West Bengal,81300.0,Unemployed,OBC,Yes,No,No,Rural & Urban Livelihood Support
61,Female,Rajasthan,80200.0,Farmer,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
32,Female,Bihar,872500.0,Salaried,ST,Yes,No,No,Women & Child Development
58,Female,Gujarat,284500.0,Farmer,SC,Yes,No,No,Agriculture & Farmer Welfare
40,Female,Rajasthan,356500.0,Student,OBC,No,Yes,No,Education & Scholarships
57,Female,West Bengal,182700.0,Salaried,OBC,No,No,No,Women & Child Development
28,Male,Gujarat,398600.0,Unemployed,SC,Yes,No,No,Rural & Urban Livelihood Support
65,Female,Uttar Pradesh,216700.0,Artisan,SC,Yes,No,No,Senior Citizen Pension & Healthcare
49,Female,Bihar,556000.0,Daily Wage Worker,OBC,Yes,No,No,Women & Child Development
75,Female,Rajasthan,89500.0,Daily Wage Worker,OBC,Yes,No,Yes,Social Welfare & Disability Support
74,Female,West Bengal,192800.0,Farmer,SC,No,No,No,Senior Citizen Pension & Healthcare
71,Male,Tamil Nadu,240900.0,Farmer,General,Yes,No,No,Senior Citizen Pension & Healthcare
53,Male,Tamil Nadu,119800.0,Artisan,EWS,Yes,No,No,Skill Development & Entrepreneurship
50,Female,Rajasthan,411200.0,Salaried,General,No,No,No,Rural & Urban Livelihood Support
41,Female,Uttar Pradesh,732400.0,Student,SC,Yes,Yes,No,Education & Scholarships
56,Male,Uttar Pradesh,152500.0,Unemployed,General,No,No,No,Rural & Urban Livelihood Support
51,Female,Kerala,119200.0,Student,EWS,Yes,Yes,No,Education & Scholarships
73,Male,Bihar,144900.0,Artisan,General,Yes,No,No,Senior Citizen Pension & Healthcare
45,Female,Maharashtra,374800.0,Self-Employed,OBC,Yes,No,No,Women & Child Development
54,Male,Uttar Pradesh,216700.0,Daily Wage Worker,OBC,Yes,No,No,Rural & Urban Livelihood Support
24,Male,Bihar,38200.0,Student,ST,No,Yes,No,Education & Scholarships
21,Male,Uttar Pradesh,170600.0,Artisan,General,Yes,No,No,Skill Development & Entrepreneurship
54,Female,Kerala,33100.0,Self-Employed,OBC,No,No,No,Women & Child Development
73,Female,Madhya Pradesh,301300.0,Student,General,Yes,Yes,No,Education & Scholarships
18,Female,Uttar Pradesh,101600.0,Student,OBC,No,Yes,No,Education & Scholarships
18,Female,Bihar,145000.0,Daily Wage Worker,OBC,No,No,No,Women & Child Development
64,Female,Kerala,318500.0,Self-Employed,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
37,Female,Kerala,38600.0,Student,General,Yes,Yes,No,Education & Scholarships
36,Male,Bihar,61100.0,Self-Employed,SC,No,No,No,Skill Development & Entrepreneurship
46,Male,Bihar,121300.0,Salaried,SC,Yes,No,No,Rural & Urban Livelihood Support
27,Female,Tamil Nadu,77000.0,Student,ST,No,Yes,No,Rural & Urban Livelihood Support
35,Female,Madhya Pradesh,104200.0,Self-Employed,General,Yes,No,Yes,Social Welfare & Disability Support
45,Transgender,Kerala,1165100.0,Student,SC,No,Yes,No,Education & Scholarships
52,Female,Tamil Nadu,344200.0,Student,OBC,Yes,Yes,No,Education & Scholarships
